id,full_name,employment_status_code,ethnicity,gender,city,state,company,employee_number,original_hire,last_hire,seniority_date,seniority_years,termination_date,termination_reason,termination_reason_code,termination_type,effective_date,job,job_change,reason,employment_type,job_family,org_level_1,org_level_2,org_level_2_manager_first_mi_last_suffix,supervisor_name_unsecured,work_location,location
2463,Brian Moore,Active,Black,Non-Binary,New York,FL,BGBC,8124,2024-10-29,,,,2024-11-30,,Retired,Retirement,2025-01-29,Software Engineer,,,Active,,Engineering,Software,,Jennifer Lucas,Regional Office,New York
2464,Evan Cherry,On Leave,Black,Female,Los Angeles,CA,BGBC,7432,2018-02-08,,,,,,,,2024-12-18,Marketing Coordinator,,,On Leave,,Engineering,Recruitment,,Amber White,Headquarters,Los Angeles
2465,David Guerrero,Active,White,Male,Miami,CA,BGBC,8163,2022-03-03,,,,,,,,2024-07-29,Marketing Coordinator,,,Active,,Sales,Recruitment,,Nicole Castro,Regional Office,Miami
2466,Jessica Day,Terminated,White,Non-Binary,Seattle,TX,BGBC,1344,2019-01-09,,,,2020-07-11,,Resigned,Retirement,2024-02-27,Sales Representative,,,Terminated,,Engineering,Software,,Jeanette Thomas,Remote,Seattle
2467,Daniel Taylor,On Leave,Black,Male,Miami,WA,BGBC,9593,2021-11-11,,,,2023-09-02,,Laid Off,Involuntary,2024-09-25,Software Engineer,,,On Leave,,Sales,Advertising,,Ashley Mcdaniel,Headquarters,Miami
2468,Megan Jones,On Leave,White,Male,Seattle,WA,BGBC,9097,2022-01-27,,,,2024-10-04,,Laid Off,Involuntary,2024-05-13,Marketing Coordinator,,,On Leave,,Human Resources,Client Relations,,Scott Hughes,Headquarters,Seattle
2469,Joel Lewis,On Leave,Hispanic,Non-Binary,Miami,WA,BGBC,8928,2020-01-09,,,,2023-05-25,,Laid Off,Retirement,2020-09-27,Software Engineer,,,On Leave,,Human Resources,Client Relations,,Cynthia King,Headquarters,Miami
2470,David Petty,Terminated,Black,Non-Binary,Houston,WA,BGBC,3204,2016-08-12,,,,2020-04-13,,Retired,Voluntary,2017-07-04,Marketing Coordinator,,,Terminated,,Sales,Advertising,,Robert Bennett,Headquarters,Houston
2471,Crystal Moore,On Leave,Black,Female,New York,FL,BGBC,8926,2017-05-07,,,,2022-08-11,,Retired,Involuntary,2018-11-28,Software Engineer,,,On Leave,,Human Resources,Advertising,,Dustin Hernandez,Remote,New York
2472,Martin Lee,On Leave,White,Male,Miami,CA,BGBC,5070,2022-05-17,,,,,,,,2024-12-13,Sales Representative,,,On Leave,,Human Resources,Advertising,,Kathleen Morris,Headquarters,Miami
2473,Anthony Peterson,On Leave,Hispanic,Female,Houston,FL,BGBC,5888,2018-02-14,,,,2020-10-30,,Retired,Voluntary,2021-01-20,Marketing Coordinator,,,On Leave,,Sales,Recruitment,,Brianna Stuart,Regional Office,Houston
2474,Victoria May,On Leave,White,Non-Binary,Houston,NY,BGBC,5338,2015-05-08,,,,,,,,2016-02-03,Sales Representative,,,On Leave,,Engineering,Advertising,,Mr. Joseph Hernandez,Remote,Houston
2475,Madison Mcgee,Active,White,Male,Los Angeles,CA,BGBC,2318,2021-05-14,,,,,,,,2022-01-27,Software Engineer,,,Active,,Engineering,Client Relations,,Holly Aguirre,Remote,Los Angeles
2476,Jason Ball,On Leave,White,Non-Binary,Seattle,FL,BGBC,6737,2017-11-01,,,,,,,,2019-05-17,Software Engineer,,,On Leave,,Sales,Recruitment,,Amy Brady,Headquarters,Seattle
2477,Daniel Malone,Terminated,Hispanic,Male,Houston,TX,BGBC,4843,2024-12-24,,,,2025-02-11,,Resigned,Voluntary,2025-01-31,Sales Representative,,,Terminated,,Marketing,Software,,Christine Johnson,Headquarters,Houston
2478,Marilyn Dominguez,On Leave,Black,Non-Binary,Miami,NY,BGBC,2968,2020-06-21,,,,2021-09-12,,Resigned,Retirement,2020-09-19,Software Engineer,,,On Leave,,Human Resources,Software,,Emily Palmer,Remote,Miami
2479,Crystal Calhoun,On Leave,Black,Non-Binary,Houston,FL,BGBC,8130,2017-11-18,,,,,,,,2020-06-05,HR Specialist,,,On Leave,,Marketing,Client Relations,,Kim Johnson,Headquarters,Houston
2480,Dana Sullivan,Active,Black,Non-Binary,Seattle,TX,BGBC,5544,2023-12-06,,,,,,,,2025-01-27,Software Engineer,,,Active,,Human Resources,Advertising,,Timothy Blair,Headquarters,Seattle
2481,Thomas Sexton,Terminated,Black,Male,Miami,FL,BGBC,6161,2020-07-22,,,,2022-08-13,,Retired,Voluntary,2023-07-27,Software Engineer,,,Terminated,,Sales,Advertising,,Seth Williams,Remote,Miami
2482,Wanda Chan,Active,Hispanic,Female,Miami,CA,BGBC,1356,2022-04-25,,,,2022-10-04,,Resigned,Retirement,2022-10-06,Sales Representative,,,Active,,Human Resources,Advertising,,Danielle Parker,Regional Office,Miami
2483,Mark Shelton,Terminated,White,Female,Houston,NY,BGBC,9358,2024-04-06,,,,,,,,2024-12-04,HR Specialist,,,Terminated,,Marketing,Software,,Dennis Werner,Remote,Houston
2484,Andrew Garcia,On Leave,Hispanic,Female,Los Angeles,FL,BGBC,4791,2017-08-16,,,,2018-10-20,,Retired,Involuntary,2022-05-31,Marketing Coordinator,,,On Leave,,Sales,Recruitment,,Brittany Hines,Remote,Los Angeles
2485,David Young,Terminated,White,Male,Los Angeles,NY,BGBC,4806,2022-04-14,,,,,,,,2023-08-24,Marketing Coordinator,,,Terminated,,Marketing,Recruitment,,Ryan Williams,Headquarters,Los Angeles
2486,Dylan Webb,Active,Black,Female,Seattle,CA,BGBC,7462,2018-02-04,,,,2019-06-13,,Retired,Involuntary,2024-10-01,HR Specialist,,,Active,,Human Resources,Software,,Amanda Dalton,Remote,Seattle
2487,Robert Harris,Terminated,Hispanic,Non-Binary,Seattle,TX,BGBC,8500,2021-09-25,,,,2021-10-23,,Retired,Voluntary,2023-03-31,Software Engineer,,,Terminated,,Sales,Client Relations,,Mallory Maddox,Headquarters,Seattle
2488,Ernest Lewis,Terminated,Hispanic,Non-Binary,Houston,NY,BGBC,5251,2022-02-10,,,,,,,,2023-11-22,Sales Representative,,,Terminated,,Sales,Advertising,,Emily Coffey,Regional Office,Houston
2489,Julie Herrera,On Leave,Hispanic,Female,Houston,FL,BGBC,8772,2015-10-13,,,,,,,,2024-05-21,Marketing Coordinator,,,On Leave,,Human Resources,Recruitment,,Charles Powers,Remote,Houston
2490,Michelle Perry,Active,Black,Male,New York,NY,BGBC,1725,2016-07-01,,,,,,,,2023-04-07,HR Specialist,,,Active,,Human Resources,Client Relations,,Jordan Rivera,Headquarters,New York
2491,David Carter,On Leave,White,Male,Seattle,TX,BGBC,7838,2024-05-06,,,,2024-06-21,,Retired,Involuntary,2024-07-29,HR Specialist,,,On Leave,,Sales,Recruitment,,Matthew Fry,Remote,Seattle
2492,Amanda Morris,Active,Hispanic,Non-Binary,Houston,CA,BGBC,2884,2024-08-20,,,,2024-09-17,,Contract Ended,Voluntary,2024-11-23,Sales Representative,,,Active,,Engineering,Advertising,,Michael Walker,Headquarters,Houston
2493,Valerie Allison,Terminated,Hispanic,Female,Houston,CA,BGBC,3950,2022-02-07,,,,2023-07-20,,Resigned,Involuntary,2024-01-29,Sales Representative,,,Terminated,,Engineering,Advertising,,Michael Atkins,Regional Office,Houston
2494,Priscilla Fernandez,Terminated,White,Male,Los Angeles,CA,BGBC,2604,2023-03-07,,,,,,,,2024-01-04,Software Engineer,,,Terminated,,Human Resources,Advertising,,Colin Gutierrez,Remote,Los Angeles
2495,Renee Moore,Terminated,Hispanic,Male,Miami,CA,BGBC,4049,2023-09-04,,,,,,,,2024-07-12,Sales Representative,,,Terminated,,Engineering,Client Relations,,Kimberly Dickson,Remote,Miami
2496,Brianna Green,On Leave,Black,Non-Binary,Miami,WA,BGBC,1904,2015-07-03,,,,,,,,2024-03-21,Sales Representative,,,On Leave,,Marketing,Recruitment,,Russell West,Regional Office,Miami
2497,Ryan Garrison,On Leave,Hispanic,Non-Binary,Seattle,WA,BGBC,6275,2022-06-10,,,,2023-08-05,,Resigned,Retirement,2023-10-30,Software Engineer,,,On Leave,,Human Resources,Advertising,,Michelle Lewis,Remote,Seattle
2498,Michael Rodriguez,Active,White,Non-Binary,Los Angeles,CA,BGBC,5983,2022-01-06,,,,2022-04-22,,Resigned,Involuntary,2022-05-02,Software Engineer,,,Active,,Human Resources,Software,,Kelly Wright,Regional Office,Los Angeles
2499,James Roberts,Active,Hispanic,Male,New York,FL,BGBC,8567,2020-01-22,,,,,,,,2024-01-06,Sales Representative,,,Active,,Engineering,Recruitment,,Samuel Davis,Remote,New York
2500,Brent Lee,On Leave,Hispanic,Non-Binary,Los Angeles,CA,BGBC,7611,2016-03-31,,,,2024-01-24,,Resigned,Voluntary,2017-08-25,Sales Representative,,,On Leave,,Marketing,Software,,Michele Ryan,Regional Office,Los Angeles
2501,Christopher Mccoy,On Leave,Black,Male,Seattle,TX,BGBC,3328,2021-04-25,,,,,,,,2023-12-13,HR Specialist,,,On Leave,,Marketing,Software,,Debbie Frye,Regional Office,Seattle
2502,Rhonda Gilbert,Active,White,Female,Los Angeles,WA,BGBC,9699,2022-11-26,,,,,,,,2024-12-17,HR Specialist,,,Active,,Human Resources,Software,,Latoya Buckley,Regional Office,Los Angeles
2503,Reginald Roberts,Active,Black,Male,Houston,CA,BGBC,3016,2018-09-21,,,,2024-04-18,,Retired,Involuntary,2023-01-01,Software Engineer,,,Active,,Sales,Advertising,,Sara Rivera,Remote,Houston
2504,Meredith Norton,On Leave,Black,Male,Miami,NY,BGBC,9216,2024-12-17,,,,,,,,2024-12-20,Sales Representative,,,On Leave,,Marketing,Software,,Christina Navarro,Remote,Miami
2505,Emma Figueroa,On Leave,Black,Female,New York,TX,BGBC,9434,2020-10-11,,,,2021-05-30,,Laid Off,Voluntary,2024-10-02,Software Engineer,,,On Leave,,Human Resources,Recruitment,,Anthony Fleming,Remote,New York
2506,Mason Nelson,Active,White,Male,Seattle,TX,BGBC,9129,2023-02-14,,,,2023-11-17,,Resigned,Retirement,2024-11-07,Marketing Coordinator,,,Active,,Engineering,Recruitment,,Alejandro Norton,Remote,Seattle
2507,Heather Lewis,On Leave,White,Male,Miami,CA,BGBC,3941,2022-04-23,,,,2024-10-06,,Contract Ended,Involuntary,2023-06-28,Sales Representative,,,On Leave,,Sales,Software,,Sarah Knight,Remote,Miami
2508,Christine Harper,Active,Hispanic,Female,Seattle,WA,BGBC,3765,2023-11-27,,,,,,,,2024-07-13,HR Specialist,,,Active,,Sales,Software,,Jennifer Rodriguez,Headquarters,Seattle
2509,Jason Anderson,Active,Hispanic,Male,New York,CA,BGBC,1107,2016-03-10,,,,2023-05-09,,Resigned,Voluntary,2016-09-19,Software Engineer,,,Active,,Marketing,Software,,Brenda Rosario,Headquarters,New York
2510,Margaret Martinez,On Leave,Hispanic,Non-Binary,Seattle,CA,BGBC,5484,2019-08-22,,,,2019-09-22,,Resigned,Retirement,2024-06-13,Sales Representative,,,On Leave,,Human Resources,Advertising,,Dr. Taylor Hines,Regional Office,Seattle
2511,Dana Guzman,Terminated,White,Female,Miami,CA,BGBC,8292,2016-04-17,,,,2024-09-23,,Resigned,Retirement,2019-01-09,HR Specialist,,,Terminated,,Human Resources,Client Relations,,Susan Edwards,Remote,Miami
2512,Scott Hicks,Active,White,Non-Binary,Los Angeles,NY,BGBC,8393,2021-06-03,,,,2022-01-20,,Contract Ended,Retirement,2022-12-02,Marketing Coordinator,,,Active,,Human Resources,Software,,Jacob Durham,Remote,Los Angeles
2513,David Hansen,On Leave,Black,Male,Houston,TX,BGBC,5065,2021-03-18,,,,2023-12-10,,Laid Off,Voluntary,2022-07-21,Software Engineer,,,On Leave,,Marketing,Advertising,,Michael Warren,Remote,Houston
2514,Jonathan Carroll,Terminated,White,Non-Binary,Miami,CA,BGBC,2981,2016-01-19,,,,,,,,2024-10-18,Marketing Coordinator,,,Terminated,,Engineering,Recruitment,,James Sparks,Headquarters,Miami
2515,Phillip Robinson,On Leave,White,Non-Binary,New York,CA,BGBC,7519,2017-11-19,,,,,,,,2021-06-29,Sales Representative,,,On Leave,,Marketing,Software,,John Russell,Regional Office,New York
2516,Angela Page,On Leave,Hispanic,Female,New York,TX,BGBC,9509,2020-01-18,,,,,,,,2024-06-07,Sales Representative,,,On Leave,,Human Resources,Software,,John Page,Headquarters,New York
2517,Anthony James,On Leave,White,Female,Los Angeles,WA,BGBC,4503,2020-06-11,,,,2021-04-12,,Retired,Retirement,2024-09-13,Marketing Coordinator,,,On Leave,,Engineering,Recruitment,,Darren Simon,Regional Office,Los Angeles
2518,Sarah Howe,Active,Hispanic,Female,Los Angeles,TX,BGBC,1944,2019-03-13,,,,,,,,2020-01-19,HR Specialist,,,Active,,Marketing,Recruitment,,Laurie Montgomery,Regional Office,Los Angeles
2519,Stephen Petty,Terminated,Hispanic,Female,New York,WA,BGBC,4459,2015-03-08,,,,,,,,2021-09-09,Sales Representative,,,Terminated,,Marketing,Client Relations,,David Morgan,Regional Office,New York
2520,Amy Miranda,Active,White,Non-Binary,Miami,FL,BGBC,2514,2020-02-22,,,,2020-09-21,,Contract Ended,Involuntary,2022-04-30,HR Specialist,,,Active,,Marketing,Recruitment,,Benjamin Faulkner,Remote,Miami
2521,Monica Bell,Active,Hispanic,Non-Binary,Houston,NY,BGBC,7119,2024-05-18,,,,,,,,2024-10-03,Sales Representative,,,Active,,Marketing,Advertising,,Sarah Walker,Remote,Houston
2522,Victor Thornton,Terminated,Black,Female,Los Angeles,FL,BGBC,2132,2017-07-11,,,,2019-07-08,,Retired,Voluntary,2023-08-12,HR Specialist,,,Terminated,,Human Resources,Client Relations,,Victoria Case,Headquarters,Los Angeles
2523,Bailey Krause,Active,Hispanic,Male,Los Angeles,NY,BGBC,1399,2024-09-01,,,,2024-10-03,,Resigned,Involuntary,2025-01-09,HR Specialist,,,Active,,Human Resources,Advertising,,John Logan MD,Remote,Los Angeles
2524,Todd Miller,Terminated,Hispanic,Male,Houston,NY,BGBC,4437,2016-01-13,,,,2018-12-19,,Retired,Involuntary,2017-02-05,Software Engineer,,,Terminated,,Human Resources,Recruitment,,Tamara Smith,Regional Office,Houston
2525,Veronica Mack,Terminated,White,Non-Binary,Miami,CA,BGBC,7079,2021-05-03,,,,2023-07-20,,Retired,Retirement,2022-02-05,Sales Representative,,,Terminated,,Sales,Client Relations,,Diamond Payne,Remote,Miami
2526,Barbara Miller,On Leave,Hispanic,Male,Miami,CA,BGBC,1665,2018-09-05,,,,,,,,2023-03-17,Software Engineer,,,On Leave,,Human Resources,Client Relations,,Fernando Cobb,Remote,Miami
2527,Bradley Randolph,On Leave,White,Non-Binary,Los Angeles,WA,BGBC,2546,2018-05-14,,,,2022-11-05,,Laid Off,Voluntary,2018-09-22,Sales Representative,,,On Leave,,Sales,Client Relations,,Jessica Martin,Headquarters,Los Angeles
2528,Kyle Ayala,On Leave,Black,Male,Los Angeles,CA,BGBC,6245,2019-06-02,,,,,,,,2024-04-09,Sales Representative,,,On Leave,,Sales,Software,,Kenneth Galloway,Regional Office,Los Angeles
2529,Lisa Castillo,Active,Black,Female,Los Angeles,CA,BGBC,6930,2020-05-29,,,,,,,,2022-02-11,Sales Representative,,,Active,,Sales,Advertising,,William Rodriguez,Remote,Los Angeles
2530,Kevin Stewart,Active,Hispanic,Male,Houston,FL,BGBC,3715,2022-11-22,,,,,,,,2024-12-09,Marketing Coordinator,,,Active,,Sales,Advertising,,Michael Andrade,Regional Office,Houston
2531,Bonnie Whitaker,On Leave,Hispanic,Female,Seattle,TX,BGBC,5945,2023-07-17,,,,,,,,2025-01-21,Sales Representative,,,On Leave,,Sales,Software,,Janet Perry,Remote,Seattle
2532,Krystal Harris,On Leave,Black,Non-Binary,Miami,FL,BGBC,8998,2015-03-24,,,,2022-05-01,,Contract Ended,Voluntary,2018-03-04,Software Engineer,,,On Leave,,Engineering,Software,,Michael Harris,Regional Office,Miami
2533,Shane Garcia,Terminated,White,Non-Binary,Los Angeles,TX,BGBC,1136,2020-10-26,,,,,,,,2022-10-17,Marketing Coordinator,,,Terminated,,Engineering,Client Relations,,Nathan Lopez,Headquarters,Los Angeles
2534,Lisa Hines,Active,Black,Female,Los Angeles,CA,BGBC,8779,2019-02-15,,,,2020-08-22,,Resigned,Involuntary,2020-10-28,HR Specialist,,,Active,,Engineering,Recruitment,,Debbie Gardner,Regional Office,Los Angeles
2535,Andrea Barron,Terminated,Black,Male,Los Angeles,TX,BGBC,9307,2022-02-02,,,,2023-06-13,,Retired,Voluntary,2023-07-14,HR Specialist,,,Terminated,,Marketing,Client Relations,,Margaret Warren,Remote,Los Angeles
2536,Vanessa Smith,Active,White,Female,New York,FL,BGBC,9000,2021-07-13,,,,,,,,2022-03-11,Marketing Coordinator,,,Active,,Sales,Recruitment,,Dylan Allen,Remote,New York
2537,Laura Riddle,Terminated,White,Non-Binary,Los Angeles,CA,BGBC,8484,2016-12-24,,,,2021-01-18,,Resigned,Involuntary,2024-01-01,Sales Representative,,,Terminated,,Marketing,Advertising,,Jennifer Simon,Remote,Los Angeles
2538,Daniel Harris,On Leave,Black,Male,Los Angeles,NY,BGBC,9520,2020-03-02,,,,,,,,2023-07-31,Sales Representative,,,On Leave,,Marketing,Recruitment,,Matthew Leach,Regional Office,Los Angeles
2539,Lisa Jones,Terminated,Hispanic,Female,Houston,FL,BGBC,7041,2022-02-01,,,,2023-10-29,,Laid Off,Involuntary,2024-01-07,HR Specialist,,,Terminated,,Engineering,Client Relations,,Alan Terrell,Headquarters,Houston
2540,Sandra Baldwin,Active,Black,Male,Miami,FL,BGBC,8941,2018-05-21,,,,,,,,2020-04-16,Software Engineer,,,Active,,Marketing,Advertising,,Anna Andersen,Regional Office,Miami
2541,Derrick Oneill,Terminated,Hispanic,Non-Binary,Seattle,TX,BGBC,6152,2021-04-06,,,,,,,,2023-05-10,HR Specialist,,,Terminated,,Human Resources,Software,,Heather Fitzpatrick DDS,Regional Office,Seattle
2542,Stephanie Perez,Active,White,Male,Seattle,NY,BGBC,7117,2022-01-04,,,,,,,,2023-02-22,Sales Representative,,,Active,,Marketing,Client Relations,,Derek Brown,Regional Office,Seattle
2543,Douglas Butler,On Leave,White,Male,Miami,WA,BGBC,5850,2024-08-06,,,,2024-10-15,,Resigned,Retirement,2024-10-28,Software Engineer,,,On Leave,,Marketing,Recruitment,,Dana Gutierrez,Remote,Miami
2544,Amy Short,Terminated,Hispanic,Female,Houston,NY,BGBC,2489,2021-11-24,,,,,,,,2024-02-26,Sales Representative,,,Terminated,,Sales,Software,,Mr. Brandon Jackson,Regional Office,Houston
2545,Dawn Walker,Active,White,Non-Binary,Seattle,FL,BGBC,7605,2018-11-13,,,,2021-04-06,,Laid Off,Involuntary,2019-07-16,Marketing Coordinator,,,Active,,Engineering,Software,,Ryan Lewis,Regional Office,Seattle
2546,Nicole Stephenson,On Leave,Hispanic,Non-Binary,New York,FL,BGBC,4439,2022-08-28,,,,,,,,2023-10-19,HR Specialist,,,On Leave,,Sales,Recruitment,,Amy Shaw,Regional Office,New York
2547,Beth Thomas,On Leave,White,Non-Binary,Houston,FL,BGBC,2484,2021-12-01,,,,,,,,2023-12-30,Marketing Coordinator,,,On Leave,,Human Resources,Recruitment,,Jason Vincent,Remote,Houston
2548,Todd Turner,Terminated,Hispanic,Non-Binary,New York,CA,BGBC,2749,2016-11-13,,,,2019-11-17,,Contract Ended,Involuntary,2024-02-03,Sales Representative,,,Terminated,,Sales,Advertising,,Jordan Park,Regional Office,New York
2549,Jeremy Gomez,Terminated,White,Female,Los Angeles,TX,BGBC,5309,2021-02-18,,,,2023-03-02,,Retired,Voluntary,2022-08-09,HR Specialist,,,Terminated,,Human Resources,Advertising,,Matthew Anderson,Remote,Los Angeles
2550,Justin Buchanan,Terminated,Hispanic,Female,Houston,FL,BGBC,8275,2019-01-07,,,,,,,,2019-06-12,HR Specialist,,,Terminated,,Human Resources,Software,,Shane Mccarthy,Regional Office,Houston
2551,Laura Murphy,Terminated,Hispanic,Female,New York,FL,BGBC,1395,2023-04-24,,,,2024-03-17,,Resigned,Involuntary,2023-11-08,Marketing Coordinator,,,Terminated,,Marketing,Advertising,,Donna Cruz,Headquarters,New York
2552,Bruce Yang,Active,Black,Female,Houston,TX,BGBC,4624,2023-05-07,,,,,,,,2024-01-31,Marketing Coordinator,,,Active,,Marketing,Recruitment,,Sherri Berg,Regional Office,Houston
2553,Pamela Smith,On Leave,Hispanic,Male,Seattle,FL,BGBC,2908,2019-02-18,,,,,,,,2022-04-18,HR Specialist,,,On Leave,,Engineering,Advertising,,Taylor Keller,Headquarters,Seattle
2554,Cynthia Johnson,Terminated,White,Female,Miami,NY,BGBC,8425,2020-10-18,,,,2024-11-09,,Laid Off,Voluntary,2022-03-03,HR Specialist,,,Terminated,,Engineering,Recruitment,,Emily Green,Regional Office,Miami
2555,Amanda Solomon,Terminated,Black,Female,Houston,NY,BGBC,6436,2015-06-09,,,,2015-12-22,,Resigned,Voluntary,2018-07-12,Sales Representative,,,Terminated,,Sales,Advertising,,Richard Robinson,Remote,Houston
2556,Javier Nelson,Active,Black,Non-Binary,New York,NY,BGBC,3657,2016-03-20,,,,,,,,2020-04-21,Marketing Coordinator,,,Active,,Human Resources,Software,,Kristopher Turner,Remote,New York
2557,Kelsey Vaughan,Active,White,Non-Binary,Miami,WA,BGBC,2452,2017-01-30,,,,2021-05-20,,Retired,Retirement,2023-05-31,Sales Representative,,,Active,,Engineering,Recruitment,,Christian Rodriguez,Remote,Miami
2558,Laura Bell,On Leave,Hispanic,Female,Seattle,CA,BGBC,7269,2017-08-14,,,,2024-03-04,,Retired,Involuntary,2024-10-13,Software Engineer,,,On Leave,,Human Resources,Client Relations,,Tiffany Gutierrez,Remote,Seattle
2559,Paula Anderson,Active,Black,Non-Binary,Houston,TX,BGBC,4551,2022-10-09,,,,,,,,2023-02-27,Sales Representative,,,Active,,Engineering,Software,,Sarah Harrison,Remote,Houston
2560,Angela Simmons,On Leave,White,Non-Binary,Miami,WA,BGBC,2090,2024-03-13,,,,,,,,2024-10-14,Marketing Coordinator,,,On Leave,,Human Resources,Software,,Karen Smith,Headquarters,Miami
2561,Wendy Moody,On Leave,Black,Male,Los Angeles,TX,BGBC,3075,2022-12-06,,,,2024-01-29,,Contract Ended,Voluntary,2023-08-12,Marketing Coordinator,,,On Leave,,Sales,Recruitment,,Adam Martinez,Remote,Los Angeles
2562,Brian Thornton,Terminated,Black,Female,New York,WA,BGBC,3391,2018-09-18,,,,2019-08-23,,Contract Ended,Voluntary,2024-10-20,Sales Representative,,,Terminated,,Marketing,Client Relations,,Emily Williams,Headquarters,New York
2563,Joseph Garcia,On Leave,Hispanic,Female,Seattle,FL,BGBC,8027,2016-01-16,,,,,,,,2018-07-22,Sales Representative,,,On Leave,,Engineering,Software,,David Johnson,Headquarters,Seattle
2564,Rebecca Wallace,Active,Black,Female,Los Angeles,FL,BGBC,5176,2020-10-16,,,,2025-01-15,,Contract Ended,Retirement,2023-07-19,Software Engineer,,,Active,,Sales,Software,,Scott Garcia,Remote,Los Angeles
2565,Angela Moss,Terminated,White,Female,Miami,FL,BGBC,3567,2018-10-04,,,,2019-06-19,,Contract Ended,Retirement,2024-12-26,Marketing Coordinator,,,Terminated,,Sales,Advertising,,April Ramirez,Remote,Miami
